ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_17350	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17354	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17355	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_17356	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17358	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_17359	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_1736	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17360	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17361	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_17365	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
ASV_17366	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_17367	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	NA
ASV_17368	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_17369	Eukaryota	Synurophyceae__p	Synurophyceae	Synurales	NA	NA	NA
ASV_1737	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17373	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17374	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_17375	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_17377	Eukaryota	Streptophyta	Klebsormidiophyceae	NA	NA	NA	NA
ASV_17378	Eukaryota	Mollusca	Cephalopoda	NA	NA	NA	NA
ASV_17379	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1738	Eukaryota	Dinophyceae__p	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Thoracosphaera	Thoracosphaera heimii
ASV_17380	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_17381	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA
ASV_17382	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17383	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17384	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17386	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_17387	Eukaryota	Rhodophyta	Florideophyceae	Gelidiales	NA	NA	NA
ASV_17389	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1739	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_17390	Eukaryota	Porifera	Demospongiae	Poecilosclerida	NA	NA	NA
ASV_17391	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17392	Eukaryota	Ctenophora	Tentaculata	Lobata	NA	NA	NA
ASV_17395	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17396	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17397	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_17398	Eukaryota	Rhodophyta	Florideophyceae	Hapalidiales	NA	NA	NA
ASV_17399	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	NA	NA	NA
ASV_174	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1740	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17400	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17401	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_17402	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17403	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_17404	Eukaryota	Synurophyceae__p	Synurophyceae	Ochromonadales	NA	NA	NA
ASV_17405	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17406	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_17408	Eukaryota	Streptophyta	Klebsormidiophyceae	Klebsormidiales	NA	NA	NA
ASV_17409	Eukaryota	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	NA	NA
ASV_1741	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17410	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17411	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17413	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_17414	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17415	Eukaryota	Nemertea	Palaeonemertea	NA	NA	NA	NA
ASV_17416	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_17417	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17419	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17422	Eukaryota	Mollusca	Gastropoda	Stylommatophora	NA	NA	NA
ASV_17423	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_17424	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17425	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17426	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17427	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_17428	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1743	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	NA	NA
ASV_17430	Eukaryota	Mollusca	Gastropoda	Stylommatophora	NA	NA	NA
ASV_17431	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17434	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_17435	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_17436	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17437	Eukaryota	Oomycota	Haptoglossa__f__o__c	Haptoglossa__f__o	NA	NA	NA
ASV_17438	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17439	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_1744	Eukaryota	Cryptophyceae__p	Cryptophyceae	Pyrenomonadales	NA	NA	NA
ASV_17440	Eukaryota	Synurophyceae__p	Synurophyceae	Ochromonadales	NA	NA	NA
ASV_17441	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_17442	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17443	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_17445	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17446	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_17447	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17448	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17449	Eukaryota	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae	NA	NA
ASV_1745	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17451	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17452	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17454	Eukaryota	Mollusca	Gastropoda	Ancylidae__o	NA	NA	NA
ASV_17455	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17456	Eukaryota	Mollusca	Bivalvia	Venerida	NA	NA	NA
ASV_17458	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17459	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_1746	Eukaryota	Chrysophyceae__p	Chrysophyceae	NA	NA	NA	NA
ASV_17460	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_17461	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17462	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_17463	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_17464	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17465	Eukaryota	Arthropoda	Insecta	Megaloptera	NA	NA	NA
ASV_17468	Eukaryota	Phaeophyceae__p	Phaeophyceae	Laminariales	NA	NA	NA
ASV_1747	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_17470	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17471	Eukaryota	Pelagophyceae__p	Pelagophyceae	Pelagomonadales	NA	NA	NA
ASV_17473	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	NA	NA
ASV_17475	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17476	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_17479	Eukaryota	Bacillariophyta	NA	NA	NA	NA	NA
ASV_17480	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17481	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	NA	NA	NA	NA
ASV_17482	Eukaryota	Arthropoda	Collembola	NA	NA	NA	NA
ASV_17483	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17484	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_17486	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17489	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_1749	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_17490	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17492	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17493	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17495	Eukaryota	Oomycota	Haptoglossa__f__o__c	Haptoglossa__f__o	NA	NA	NA
ASV_17496	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17498	Eukaryota	Discosea	Longamoebia__c	Longamoebia	NA	NA	NA
ASV_17499	Eukaryota	Basidiomycota	Malasseziomycetes	NA	NA	NA	NA
ASV_1750	Eukaryota	Dinophyceae__p	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Thoracosphaera	Thoracosphaera heimii
ASV_17500	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Melanothamnus	Melanothamnus japonicus
ASV_17501	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_17502	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_17504	Eukaryota	Porifera	Demospongiae	Axinellida	NA	NA	NA
ASV_17505	Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	NA
ASV_17507	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17508	Eukaryota	Bacillariophyta	Mediophyceae	Biddulphiales	Biddulphiaceae	Neobrightwellia	Neobrightwellia alternans
ASV_17509	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1751	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17510	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Paraliales	NA	NA	NA
ASV_17511	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_17512	Eukaryota	Discosea	Himatismenida__c	NA	NA	NA	NA
ASV_17513	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17515	Eukaryota	Arthropoda	Insecta	Hymenoptera	NA	NA	NA
ASV_17516	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_17517	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_17518	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	NA	NA
ASV_17519	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_1752	Eukaryota	Bacillariophyta	Mediophyceae	NA	NA	NA	NA
ASV_17520	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17521	Eukaryota	Discosea	Flabellinia	Vannellidae__o	NA	NA	NA
ASV_17522	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17523	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17525	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_17526	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17528	Eukaryota	Cnidaria	Anthozoa	Scleractinia	NA	NA	NA
ASV_17529	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_1753	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17530	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_17531	Eukaryota	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV_17532	Eukaryota	Cnidaria	Anthozoa	NA	NA	NA	NA
ASV_17533	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17537	Eukaryota	Arthropoda	Diplopoda	NA	NA	NA	NA
ASV_17538	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_17539	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_1754	Eukaryota	Discosea	Flabellinia	NA	NA	NA	NA
ASV_17540	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17541	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_17543	Eukaryota	Streptophyta	Klebsormidiophyceae	Klebsormidiales	NA	NA	NA
ASV_17544	Eukaryota	Oomycota	NA	NA	NA	NA	NA
ASV_17545	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	NA	NA	NA
ASV_17546	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17548	Eukaryota	Rotifera	Eurotatoria	Ploima	NA	NA	NA
ASV_17549	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_1755	Eukaryota	Cryptophyceae__p	Cryptophyceae	Kathablepharidacea	Katablepharidaceae	Leucocryptos	Leucocryptos marina
ASV_17550	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_17551	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17553	Eukaryota	Oomycota	Haptoglossa__f__o__c	Haptoglossa__f__o	NA	NA	NA
ASV_17554	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17556	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17558	Eukaryota	Chrysoparadoxa__f__o__c__p	Chrysoparadoxa__f__o__c	Chrysoparadoxa__f__o	NA	NA	NA
ASV_17559	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_1756	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17564	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_17565	Eukaryota	Mollusca	Gastropoda	Planorbidae__o	NA	NA	NA
ASV_17566	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_17567	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_17568	Eukaryota	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV_17569	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_1757	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17570	Eukaryota	Arthropoda	Arachnida	Scorpiones	NA	NA	NA
ASV_17573	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17574	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17575	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17576	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17577	Eukaryota	Chrysophyceae__p	Chrysophyceae	Chromulinales	NA	NA	NA
ASV_17578	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17579	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_17580	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_17581	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_17582	Eukaryota	Discosea	Flabellinia	Dactylopodida	NA	NA	NA
ASV_17584	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_17585	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17586	Eukaryota	Arthropoda	Arachnida	Scorpiones	NA	NA	NA
ASV_1759	Eukaryota	Oomycota	NA	NA	NA	NA	NA
ASV_17590	Eukaryota	Cnidaria	Hydrozoa	Limnomedusae	NA	NA	NA
ASV_17591	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17592	Eukaryota	Oomycota	Peronosporales__c	NA	NA	NA	NA
ASV_17593	Eukaryota	Blastocladiomycota	Blastocladiomycetes	NA	NA	NA	NA
ASV_17594	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_17595	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17596	Eukaryota	Cnidaria	Cubozoa	NA	NA	NA	NA
ASV_17597	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
ASV_17598	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	NA	NA	NA
ASV_17599	Eukaryota	Chrysophyceae__p	Chrysophyceae	Chromulinales	NA	NA	NA
ASV_176	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_1760	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17601	Eukaryota	Pelagophyceae__p	Pelagophyceae	Pelagomonadales	NA	NA	NA
ASV_17604	Eukaryota	Chordata	NA	NA	NA	NA	NA
ASV_17605	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_17606	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_17607	Eukaryota	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	NA	NA	NA
ASV_17608	Eukaryota	Phaeophyceae__p	Phaeophyceae	Tilopteridales	NA	NA	NA
ASV_17609	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_1761	Eukaryota	Mollusca	Bivalvia	Venerida	Mactridae	Mulinia	Mulinia lateralis
ASV_17610	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_17611	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17612	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_17613	Eukaryota	Oomycota	Saprolegniales__c	NA	NA	NA	NA
ASV_17614	Eukaryota	Phaeophyceae__p	Phaeophyceae	Tilopteridales	NA	NA	NA
ASV_17615	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_17616	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17617	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17618	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_17619	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_1762	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17620	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_17621	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17622	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA
ASV_17624	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	NA	NA	NA
ASV_17625	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17626	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_17627	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	NA	NA	NA
ASV_17628	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17629	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1763	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_17630	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	NA	NA	NA
ASV_17633	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17634	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17635	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17636	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_17637	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17638	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17639	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_1764	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17641	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17643	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_17644	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_17645	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_17646	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	NA	NA	NA
ASV_17648	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17649	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_1765	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17651	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17652	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17653	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	NA	NA	NA
ASV_17654	Eukaryota	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Clathria	Clathria prolifera
ASV_17655	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	NA	NA
ASV_17656	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_17657	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Paraliales	Paraliaceae	Paralia	NA
ASV_17658	Eukaryota	Arthropoda	Malacostraca	Decapoda	NA	NA	NA
ASV_17659	Eukaryota	Oomycota	Leptomitales__c	Leptomitales	NA	NA	NA
ASV_1766	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17660	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17661	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17662	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_17663	Eukaryota	Synurophyceae__p	Synurophyceae	Ochromonadales	NA	NA	NA
ASV_17664	Eukaryota	Annelida	Polychaeta	Phyllodocida	Glyceridae	NA	NA
ASV_17665	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_17666	Eukaryota	Haptophyta	Isochrysidales__c	Isochrysidales	NA	NA	NA
ASV_17667	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17668	Eukaryota	Phaeophyceae__p	Phaeophyceae	Dictyotales	NA	NA	NA
ASV_1767	Eukaryota	Chrysophyceae__p	Chrysophyceae	NA	NA	NA	NA
ASV_17670	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17671	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17672	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_17673	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_17674	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_17678	Eukaryota	Discosea	Flabellinia	Vannellidae__o	NA	NA	NA
ASV_17679	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_1768	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA
ASV_17680	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	NA	NA	NA
ASV_17682	Eukaryota	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	NA	NA
ASV_17683	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix	Crustomastix stigmatica
ASV_17684	Eukaryota	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	NA	NA	NA
ASV_17685	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_17686	Eukaryota	Pelagophyceae__p	Pelagophyceae	Pelagomonadales	NA	NA	NA
ASV_17687	Eukaryota	Porifera	Demospongiae	Clionaida	Clionaidae	Cliona	Cliona viridis
ASV_17689	Eukaryota	Mollusca	Gastropoda	Planorbidae__o	NA	NA	NA
ASV_1769	Eukaryota	Cryptophyceae__p	Cryptophyceae	Kathablepharidacea	Katablepharidaceae	Leucocryptos	Leucocryptos marina
ASV_17690	Eukaryota	Nemertea	Pilidiophora	NA	NA	NA	NA
ASV_17692	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cryptomonadales	Hemiselmidaceae	Hemiselmis	Hemiselmis andersenii
ASV_17693	Eukaryota	Rhodophyta	Florideophyceae	NA	NA	NA	NA
ASV_17694	Eukaryota	Annelida	Clitellata	NA	NA	NA	NA
ASV_17696	Eukaryota	Oomycota	Pythiales__c	NA	NA	NA	NA
ASV_17697	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17698	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_177	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_17700	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17701	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
ASV_17702	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_17703	Eukaryota	Porifera	Demospongiae	NA	NA	NA	NA
ASV_17704	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
